ep_idx,ep_stem,path_type,frame_t,frame_idx,has_bbox,gt_class,cx,cy,area,grounding_any_success,grounding_n_boxes,grounding_phrases,basket_grounding_success,basket_iou,basket_bbox_str,side_phrases,free_text,mentions_basket,mentions_gray,mentions_corridor,mentions_object,text_len
120,episode_260409_131126_target_right_left_path__core__fixed_center,right_left,2,2,True,FWD+L,0.5,0.3281,0.60547,True,2,gray basket|a chair,True,0.0645,"[(0.578125, 0.453125, 0.734375, 0.703125)]",a chair,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a basement with a trash can and a chair",False,False,False,False,68
120,episode_260409_131126_target_right_left_path__core__fixed_center,right_left,4,4,False,FWD+L,0.5,0.5,0.0,True,3,gray basket|a chair|white walls,True,0.0,"[(0.515625, 0.453125, 0.671875, 0.703125)]",a chair|white walls,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a room with a broken air conditioner",False,False,False,False,66
120,episode_260409_131126_target_right_left_path__core__fixed_center,right_left,8,8,True,FORWARD,0.5312,0.625,0.0752,True,2,gray basket|a chair,True,0.6635,"[(0.421875, 0.453125, 0.640625, 0.796875)]",a chair,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a room with a broken air conditioner",False,False,False,False,66
120,episode_260409_131126_target_right_left_path__core__fixed_center,right_left,9,9,True,FORWARD,0.5625,0.6406,0.08203,True,2,gray basket|a chair,True,0.6178,"[(0.453125, 0.453125, 0.671875, 0.828125)]",a chair,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a room with a broken air conditioner",False,False,False,False,66
121,episode_260409_131239_target_right_left_path__core__fixed_center,right_left,0,0,True,FWD+L,0.5,0.3281,0.60547,True,3,gray basket|a window|white walls,True,0.0452,"[(0.671875, 0.453125, 0.796875, 0.671875)]",a window|white walls,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a room with a window and a trash can",False,False,False,False,68
121,episode_260409_131239_target_right_left_path__core__fixed_center,right_left,3,3,True,FWD+L,0.75,0.5,0.05,True,3,gray basket|a chair|white walls,True,0.1308,"[(0.546875, 0.453125, 0.703125, 0.703125)]",a chair|white walls,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a trash can in a room with a chair and a table",False,False,False,False,71
121,episode_260409_131239_target_right_left_path__core__fixed_center,right_left,9,9,True,FORWARD,0.5469,0.6406,0.07031,True,3,gray basket|a chair|white walls,True,0.6149,"[(0.453125, 0.453125, 0.671875, 0.828125)]",a chair|white walls,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a room with a broken air conditioner",False,False,False,False,66
121,episode_260409_131239_target_right_left_path__core__fixed_center,right_left,12,12,True,FORWARD,0.5312,0.7031,0.14062,True,2,gray basket|a white wall,True,0.6,"[(0.390625, 0.453125, 0.671875, 0.953125)]",a white wall,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a white air conditioner in a room",False,False,False,False,66
121,episode_260409_131239_target_right_left_path__core__fixed_center,right_left,16,16,True,FORWARD,0.4688,0.4375,0.76465,True,2,gray basket|a white wall,True,0.3295,"[(0.171875, 0.390625, 0.734375, 0.984375)]",a white wall,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a laundry basket in a basement",True,False,False,False,65
122,episode_260409_193911_target_right_left_path__core__fixed_center,right_left,3,3,True,FWD+L,0.75,0.5,0.05,True,2,gray basket|a chair,True,0.1308,"[(0.546875, 0.453125, 0.703125, 0.703125)]",a chair,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a trash can in a room with a chair and a table",False,False,False,False,71
122,episode_260409_193911_target_right_left_path__core__fixed_center,right_left,7,7,False,FORWARD,0.5,0.5,0.0,True,2,gray basket|chair,True,0.0,"[(0.390625, 0.453125, 0.578125, 0.765625)]",chair,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a room with a broken air conditioner",False,False,False,False,66
122,episode_260409_193911_target_right_left_path__core__fixed_center,right_left,8,8,True,FORWARD,0.5,0.5,0.05,True,2,gray basket|a chair,True,0.3836,"[(0.390625, 0.453125, 0.609375, 0.796875)]",a chair,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a broken air conditioner in a room",False,False,False,False,66
122,episode_260409_193911_target_right_left_path__core__fixed_center,right_left,11,11,True,FORWARD,0.5469,0.6562,0.10156,True,2,gray basket|a white wall,True,0.6454,"[(0.421875, 0.453125, 0.671875, 0.859375)]",a white wall,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a basement with a broken air conditioner",False,False,False,False,66
122,episode_260409_193911_target_right_left_path__core__fixed_center,right_left,14,14,True,FORWARD,0.5,0.4062,0.75684,True,2,gray basket|a white wall,True,0.1655,"[(0.453125, 0.453125, 0.796875, 0.984375)]",a white wall,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a trash can in a room with a white wall",False,False,False,False,69
123,episode_260409_194038_target_right_left_path__core__fixed_center,right_left,1,1,True,FWD+L,0.5,0.3281,0.60547,True,2,gray basket|a white wall,True,0.0645,"[(0.609375, 0.453125, 0.765625, 0.703125)]",a white wall,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a basement with a trash can and a chair",False,False,False,False,68
123,episode_260409_194038_target_right_left_path__core__fixed_center,right_left,2,2,True,FWD+L,0.5,0.3281,0.60547,True,3,gray basket|a chair|white walls,True,0.0645,"[(0.578125, 0.453125, 0.734375, 0.703125)]",a chair|white walls,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a trash can in a room with a white wall and a window.",False,False,False,False,72
123,episode_260409_194038_target_right_left_path__core__fixed_center,right_left,8,8,True,FORWARD,0.5156,0.625,0.06445,True,2,gray basket|a chair,True,0.5855,"[(0.421875, 0.453125, 0.609375, 0.796875)]",a chair,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a small air conditioner in a room with a chair and a laptop",False,False,False,False,72
123,episode_260409_194038_target_right_left_path__core__fixed_center,right_left,9,9,True,FORWARD,0.4531,0.3594,0.60156,True,2,gray basket|a chair,True,0.1039,"[(0.421875, 0.453125, 0.640625, 0.828125)]",a chair,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a broken air conditioner in a basement",False,False,False,False,66
123,episode_260409_194038_target_right_left_path__core__fixed_center,right_left,17,17,True,FORWARD,0.5,0.4375,0.81738,True,2,gray basket|white wall,True,0.4189,"[(0.203125, 0.328125, 0.859375, 0.984375)]",white wall,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a plastic trash can in a garage",False,False,False,False,66
124,episode_260409_194325_target_right_left_path__core__fixed_center,right_left,5,5,True,FWD+L,0.5,0.5,0.05,True,2,gray basket|a chair,True,0.2014,"[(0.484375, 0.484375, 0.671875, 0.734375)]",a chair,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a room with a broken air conditioner",False,False,False,False,66
124,episode_260409_194325_target_right_left_path__core__fixed_center,right_left,11,11,True,FORWARD,0.6406,0.6562,0.10156,True,2,gray basket|a white wall,True,0.6454,"[(0.515625, 0.453125, 0.765625, 0.859375)]",a white wall,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a basement with a dehumidifier",False,False,False,False,64
124,episode_260409_194325_target_right_left_path__core__fixed_center,right_left,12,12,True,FORWARD,0.6719,0.6875,0.11719,True,2,gray basket|a white air conditioner,True,0.5752,"[(0.546875, 0.453125, 0.796875, 0.921875)]",a white air conditioner,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a broken air conditioner in a basement",False,False,False,False,66
124,episode_260409_194325_target_right_left_path__core__fixed_center,right_left,14,14,True,FORWARD,0.5,0.4219,0.78711,True,2,gray basket|a white wall,True,0.1563,"[(0.578125, 0.453125, 0.890625, 0.984375)]",a white wall,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a broken air conditioner in a basement",False,False,False,False,66
124,episode_260409_194325_target_right_left_path__core__fixed_center,right_left,16,16,False,FORWARD,0.5,0.5,0.0,True,2,gray basket|a white wall,True,0.0,"[(0.640625, 0.421875, 0.984375, 0.984375)]",a white wall,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a white wall with a grey air conditioner and a black and white striped floor.",False,True,False,False,74
125,episode_260409_194420_target_right_left_path__core__fixed_center,right_left,0,0,True,FWD+L,0.5,0.3281,0.60547,True,2,gray basket|a white wall,True,0.0645,"[(0.640625, 0.453125, 0.796875, 0.703125)]",a white wall,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a white wall with a trash can in the corner",False,False,False,False,69
125,episode_260409_194420_target_right_left_path__core__fixed_center,right_left,3,3,True,FWD+L,0.625,0.5781,0.03906,True,3,gray basket|a chair|white walls,True,0.6537,"[(0.546875, 0.453125, 0.703125, 0.703125)]",a chair|white walls,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a basement with a broken air conditioner",False,False,False,False,66
125,episode_260409_194420_target_right_left_path__core__fixed_center,right_left,7,7,False,FORWARD,0.5,0.5,0.0,True,2,gray basket|chair,True,0.0,"[(0.421875, 0.484375, 0.609375, 0.765625)]",chair,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a room with a broken air conditioner",False,False,False,False,66
125,episode_260409_194420_target_right_left_path__core__fixed_center,right_left,14,14,True,FORWARD,0.5,0.4062,0.75684,True,2,gray basket|electrical box,True,0.1655,"[(0.453125, 0.453125, 0.796875, 0.984375)]",electrical box,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a room with a white wall and a gray air conditioner.",False,True,False,False,70
125,episode_260409_194420_target_right_left_path__core__fixed_center,right_left,18,18,True,FORWARD,0.75,0.5,0.05,True,2,gray basket|a white wall,True,0.1565,"[(0.390625, 0.390625, 0.921875, 0.984375)]",a white wall,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a white plastic laundry basket in a basement",True,False,False,False,67
126,episode_260409_194506_target_right_left_path__core__fixed_center,right_left,5,5,True,FWD+L,0.5,0.5,0.05,True,2,gray basket|a chair,True,0.2879,"[(0.453125, 0.484375, 0.609375, 0.734375)]",a chair,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a room with a broken air conditioner",False,False,False,False,66
126,episode_260409_194506_target_right_left_path__core__fixed_center,right_left,9,9,True,FORWARD,0.4688,0.375,0.65137,True,2,gray basket|a white wall,True,0.1075,"[(0.453125, 0.453125, 0.671875, 0.828125)]",a white wall,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a basement with a broken air conditioner",False,False,False,False,66
126,episode_260409_194506_target_right_left_path__core__fixed_center,right_left,10,10,True,FORWARD,0.4688,0.375,0.65137,True,2,gray basket|a white wall,True,0.1075,"[(0.453125, 0.453125, 0.671875, 0.828125)]",a white wall,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a room with a white wall and a grey air conditioner.",False,True,False,False,70
126,episode_260409_194506_target_right_left_path__core__fixed_center,right_left,12,12,True,FORWARD,0.5938,0.6875,0.13184,True,2,gray basket|electrical box,True,0.6321,"[(0.453125, 0.453125, 0.734375, 0.921875)]",electrical box,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a room with a white wall and a gray air conditioner.",False,True,False,False,70
126,episode_260409_194506_target_right_left_path__core__fixed_center,right_left,14,14,True,FORWARD,0.5,0.4219,0.78711,True,2,gray basket|a white wall,True,0.1712,"[(0.515625, 0.453125, 0.859375, 0.984375)]",a white wall,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a room with a white wall and a grey air conditioner",False,True,False,False,70
127,episode_260409_194606_target_right_left_path__core__fixed_center,right_left,2,2,True,FWD+L,0.75,0.5,0.05,True,2,gray basket|chair,True,0.0704,"[(0.546875, 0.453125, 0.671875, 0.703125)]",chair,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a trash can in a room with a broken window and a chair",False,False,False,False,72
127,episode_260409_194606_target_right_left_path__core__fixed_center,right_left,4,4,True,FWD+L,0.9062,0.4219,0.08789,True,2,gray basket|a chair,True,0.0,"[(0.484375, 0.453125, 0.640625, 0.703125)]",a chair,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a broken air conditioner in a room with a chair and a table",False,False,False,False,72
127,episode_260409_194606_target_right_left_path__core__fixed_center,right_left,8,8,True,FORWARD,0.5,0.625,0.0752,True,2,gray basket|chair,True,0.6635,"[(0.390625, 0.453125, 0.609375, 0.796875)]",chair,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a broken air conditioner in a basement",False,False,False,False,66
127,episode_260409_194606_target_right_left_path__core__fixed_center,right_left,10,10,True,FORWARD,0.5156,0.6562,0.10156,True,2,gray basket|a chair,True,0.6454,"[(0.390625, 0.453125, 0.640625, 0.859375)]",a chair,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a broken air conditioner in a room",False,False,False,False,66
127,episode_260409_194606_target_right_left_path__core__fixed_center,right_left,17,17,True,FORWARD,0.4531,0.6562,0.45117,True,2,gray basket|a white wall,True,0.9551,"[(0.109375, 0.328125, 0.796875, 0.984375)]",a white wall,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a white plastic laundry basket in a basement",True,False,False,False,67
128,episode_260409_194655_target_right_left_path__core__fixed_center,right_left,3,3,True,FWD+L,0.4688,0.3438,0.59473,True,2,gray basket|a chair,True,0.0657,"[(0.515625, 0.453125, 0.671875, 0.703125)]",a chair,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a trash can in a room with a window",False,False,False,False,68
128,episode_260409_194655_target_right_left_path__core__fixed_center,right_left,4,4,True,FWD+L,0.5,0.5,0.05,True,2,gray basket|a chair,True,0.2743,"[(0.484375, 0.453125, 0.640625, 0.734375)]",a chair,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a trash can in a room with a desk and chair",False,False,False,False,70
128,episode_260409_194655_target_right_left_path__core__fixed_center,right_left,5,5,True,FWD+L,0.5,0.5,0.05,True,2,gray basket|a chair,True,0.2879,"[(0.453125, 0.484375, 0.609375, 0.734375)]",a chair,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a room with a broken air conditioner",False,False,False,False,66
128,episode_260409_194655_target_right_left_path__core__fixed_center,right_left,10,10,True,FORWARD,0.5156,0.6562,0.10156,True,2,gray basket|a white wall,True,0.6454,"[(0.390625, 0.453125, 0.640625, 0.859375)]",a white wall,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a room with a broken air conditioner",False,False,False,False,66
128,episode_260409_194655_target_right_left_path__core__fixed_center,right_left,13,13,True,FORWARD,0.4531,0.4062,0.68359,True,2,gray basket|a white wall,True,0.1558,"[(0.328125, 0.453125, 0.640625, 0.984375)]",a white wall,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a plastic storage container in a room",False,False,False,True,66
129,episode_260409_194741_target_right_left_path__core__fixed_center,right_left,2,2,True,FWD+L,0.75,0.5,0.05,True,3,gray basket|a chair|white walls,True,0.1308,"[(0.546875, 0.453125, 0.703125, 0.703125)]",a chair|white walls,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a room with a trash can and a chair",False,False,False,False,68
129,episode_260409_194741_target_right_left_path__core__fixed_center,right_left,6,6,True,FORWARD,0.5,0.5,0.05,True,2,gray basket|chair,True,0.303,"[(0.390625, 0.484375, 0.578125, 0.765625)]",chair,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a room with a broken air conditioner",False,False,False,False,66
129,episode_260409_194741_target_right_left_path__core__fixed_center,right_left,7,7,False,FORWARD,0.5,0.5,0.0,True,3,gray basket|chair|white walls,True,0.0,"[(0.390625, 0.484375, 0.578125, 0.765625)]",chair|white walls,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a broken air conditioner in a room",False,False,False,False,66
129,episode_260409_194741_target_right_left_path__core__fixed_center,right_left,8,8,False,FORWARD,0.5,0.5,0.0,True,3,gray basket|chair|white walls,True,0.0,"[(0.390625, 0.453125, 0.578125, 0.796875)]",chair|white walls,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a broken air conditioner in a room",False,False,False,False,66
129,episode_260409_194741_target_right_left_path__core__fixed_center,right_left,16,16,True,FORWARD,0.5,0.4219,0.78711,True,2,gray basket|a fan,True,0.3128,"[(0.078125, 0.390625, 0.640625, 0.984375)]",a fan,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a white air conditioner in a room with a white wall and a fan.",False,False,False,False,73
130,episode_260409_194840_target_right_left_path__core__fixed_center,right_left,2,2,True,FWD+L,0.9219,0.4375,0.06641,True,2,gray basket|wooden chair,True,0.0,"[(0.546875, 0.453125, 0.703125, 0.703125)]",wooden chair,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a trash can in a room with a window and a chair",False,False,False,False,71
130,episode_260409_194840_target_right_left_path__core__fixed_center,right_left,4,4,True,FWD+L,0.5,0.5,0.05,True,2,gray basket|a chair,True,0.2743,"[(0.484375, 0.453125, 0.640625, 0.734375)]",a chair,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a room with a trash can and a chair",False,False,False,False,68
130,episode_260409_194840_target_right_left_path__core__fixed_center,right_left,11,11,True,FORWARD,0.4531,0.3906,0.65625,True,2,gray basket|a wooden chair,True,0.1259,"[(0.390625, 0.453125, 0.640625, 0.890625)]",a wooden chair,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a white air conditioner in a room with a white wall and a wooden chair",False,False,False,False,74
130,episode_260409_194840_target_right_left_path__core__fixed_center,right_left,15,15,True,FORWARD,0.4688,0.4375,0.76465,True,2,gray basket|A gray basket in a room,True,0.2438,"[(0.296875, 0.421875, 0.703125, 0.984375), (0.265625, 0.421875, 0.703125, 0.984375)]",,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a white plastic trash can in a room with a white wall and a white floor.",False,False,False,False,75
130,episode_260409_194840_target_right_left_path__core__fixed_center,right_left,16,16,True,FORWARD,0.5,0.4219,0.78711,True,3,gray basket|a white wall|a light switch,True,0.2805,"[(0.265625, 0.390625, 0.765625, 0.984375)]",a white wall|a light switch,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a white plastic storage container in a garage.",False,False,False,True,67
131,episode_260409_194946_target_right_left_path__core__fixed_center,right_left,5,5,False,FWD+L,0.5,0.5,0.0,True,2,gray basket|a chair,True,0.0,"[(0.453125, 0.484375, 0.640625, 0.734375)]",a chair,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a room with a broken air conditioner",False,False,False,False,66
131,episode_260409_194946_target_right_left_path__core__fixed_center,right_left,7,7,True,FORWARD,0.5,0.5,0.05,True,2,gray basket|chair,True,0.303,"[(0.421875, 0.484375, 0.609375, 0.765625)]",chair,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a broken air conditioner in a basement",False,False,False,False,66
131,episode_260409_194946_target_right_left_path__core__fixed_center,right_left,8,8,True,FORWARD,0.75,0.5,0.05,True,2,gray basket|a chair,True,0.0,"[(0.421875, 0.453125, 0.609375, 0.796875)]",a chair,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a broken air conditioner in a room",False,False,False,False,66
131,episode_260409_194946_target_right_left_path__core__fixed_center,right_left,13,13,True,FORWARD,0.5,0.5,0.05,True,2,gray basket|a wooden chair,True,0.2078,"[(0.328125, 0.453125, 0.640625, 0.953125)]",a wooden chair,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a trash can in a room with a chair and a table",False,False,False,False,71
131,episode_260409_194946_target_right_left_path__core__fixed_center,right_left,17,17,True,FORWARD,0.4531,0.4219,0.71094,True,2,gray basket|a white wall,True,0.2898,"[(0.140625, 0.390625, 0.640625, 0.984375)]",a white wall,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a white plastic laundry basket in a room with a white wall and a wooden floor.",True,False,False,False,75
132,episode_260409_195134_target_right_left_path__core__fixed_center,right_left,4,4,False,FWD+L,0.5,0.5,0.0,True,3,gray basket|a chair|a white wall,True,0.0,"[(0.515625, 0.453125, 0.671875, 0.734375)]",a chair|a white wall,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a room with a broken air conditioner",False,False,False,False,66
132,episode_260409_195134_target_right_left_path__core__fixed_center,right_left,5,5,False,FWD+L,0.5,0.5,0.0,True,2,gray basket|a chair,True,0.0,"[(0.453125, 0.484375, 0.640625, 0.734375)]",a chair,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a basement with a heater and a chair",False,False,False,False,67
132,episode_260409_195134_target_right_left_path__core__fixed_center,right_left,8,8,True,FORWARD,0.5,0.625,0.0752,True,2,gray basket|A small air conditioner,True,0.6635,"[(0.390625, 0.453125, 0.609375, 0.796875)]",A small air conditioner,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a room with a broken air conditioner",False,False,False,False,66
132,episode_260409_195134_target_right_left_path__core__fixed_center,right_left,12,12,True,FORWARD,0.4688,0.3906,0.67969,True,2,gray basket|a white wall,True,0.1379,"[(0.390625, 0.453125, 0.671875, 0.921875)]",a white wall,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a room with a white wall and a white air conditioner.",False,False,False,False,70
132,episode_260409_195134_target_right_left_path__core__fixed_center,right_left,14,14,True,FORWARD,0.5,0.4219,0.78711,True,2,gray basket|a white wall,True,0.1712,"[(0.390625, 0.453125, 0.734375, 0.984375)]",a white wall,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a grey plastic electrical box in a room with white walls",False,True,False,True,70
133,episode_260409_195221_target_right_left_path__core__fixed_center,right_left,6,6,True,FORWARD,0.5,0.5,0.05,True,2,gray basket|chair,True,0.303,"[(0.390625, 0.484375, 0.578125, 0.765625)]",chair,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a room with a broken air conditioner",False,False,False,False,66
